student_id,year,country,gender,education_level,accepted,has_disability,disability_type
2024_170,2024,USA,non_binary,undergrad,0,0,none
2024_171,2024,UK,male,phd,1,1,cognitive
2024_172,2024,Brazil,female,phd,1,0,none
2024_173,2024,Peru,non_binary,phd,1,0,none
2024_174,2024,USA,non_binary,phd,0,0,none
2024_175,2024,India,female,undergrad,1,0,none
2024_176,2024,Peru,male,phd,1,0,none
2024_177,2024,Germany,non_binary,undergrad,1,0,none
2024_178,2024,Germany,male,masters,0,0,none
2024_179,2024,Germany,female,phd,1,0,none
2024_180,2024,Peru,female,masters,0,1,hearing
2024_181,2024,India,female,phd,0,0,none
2024_182,2024,Peru,female,undergrad,0,0,none
2024_183,2024,Brazil,male,undergrad,1,0,none
2024_184,2024,Germany,non_binary,masters,0,0,none
2024_185,2024,Peru,male,masters,1,0,none
2024_186,2024,Kenya,male,masters,1,0,none
2024_187,2024,USA,female,phd,0,0,none
2024_188,2024,United Kingdom,male,masters,1,0,none
2024_189,2024,US,male,masters,1,0,none
2024_190,2024,India,non_binary,masters,1,0,none
2024_191,2024,Brazil,non_binary,masters,0,0,none
2024_192,2024,Peru,male,undergrad,1,0,none
2024_193,2024,Peru,female,masters,1,0,none
2024_194,2024,Germany,male,undergrad,1,0,none
2024_195,2024,UK,male,phd,1,1,motor
2024_196,2024,UK,non_binary,masters,0,0,none
2024_197,2024,Kenya,male,masters,1,0,none
2024_198,2024,USA,non_binary,masters,1,0,none
2024_199,2024,India,female,masters,1,0,none
2024_200,2024,Kenya,non_binary,phd,1,0,none
2024_201,2024,Brazil,male,phd,1,0,none
2024_202,2024,UK,male,undergrad,0,1,hearing
2024_203,2024,Brazil,female,undergrad,1,0,none
2024_204,2024,USA,female,phd,0,0,none
2024_205,2024,Peru,non_binary,undergrad,0,0,none
2024_206,2024,UK,non_binary,masters,0,0,none
2024_207,2024,Brasil,non_binary,undergrad,1,0,none
2024_208,2024,UK,non_binary,masters,1,1,cognitive
2024_209,2024,UK,male,undergrad,1,0,none
2024_210,2024,India,male,phd,1,0,none
2024_211,2024,USA,non_binary,masters,1,1,visual
2024_212,2024,India,non_binary,undergrad,0,0,none
2024_213,2024,Kenya,male,phd,0,0,none
2024_214,2024,Peru,female,masters,1,0,none
2024_215,2024,Kenya,non_binary,masters,1,0,none
2024_216,2024,Germany,male,masters,0,0,none
2024_217,2024,Peru,female,phd,0,0,none
2024_218,2024,Brazil,female,phd,1,0,none
2024_219,2024,USA,female,undergrad,1,0,none
2024_220,2024,Peru,female,masters,0,0,none
2024_221,2024,Brasil,male,phd,0,0,none
2024_222,2024,Brazil,male,phd,0,0,none
2024_223,2024,India,non_binary,phd,1,0,none
2024_224,2024,USA,non_binary,phd,1,0,none
2024_225,2024,Peru,non_binary,undergrad,0,0,none
2024_226,2024,India,male,undergrad,0,0,none
2024_227,2024,USA,female,undergrad,0,0,none
2024_228,2024,Kenya,non_binary,masters,0,1,hearing
2024_229,2024,Kenya,non_binary,phd,1,0,none
2024_230,2024,USA,non_binary,masters,1,1,visual
2024_231,2024,UK,non_binary,undergrad,1,1,visual
2024_232,2024,USA,non_binary,phd,1,1,motor
2024_233,2024,United Kingdom,non_binary,undergrad,0,1,multiple
2024_234,2024,India,non_binary,masters,0,0,none
2024_235,2024,Brazil,female,phd,1,0,none
2024_236,2024,Peru,non_binary,phd,1,0,none
2024_237,2024,USA,non_binary,undergrad,0,1,hearing
2024_238,2024,India,non_binary,phd,0,0,none
2024_239,2024,USA,female,undergrad,1,0,none
2024_240,2024,Kenya,female,masters,1,0,none
2024_241,2024,India,female,phd,1,0,none
2024_242,2024,Brasil,female,undergrad,1,0,none
2024_243,2024,Kenya,male,phd,1,0,none
2024_244,2024,UK,male,undergrad,0,0,none
2024_245,2024,Peru,female,masters,0,0,none
2024_246,2024,USA,male,masters,0,0,none
2024_247,2024,USA,non_binary,masters,1,0,none
2024_248,2024,Germany,female,phd,1,0,none
2024_249,2024,Brazil,female,undergrad,1,1,multiple
2024_250,2024,Germany,male,phd,0,0,none
2024_251,2024,Peru,female,phd,0,1,hearing
2024_252,2024,USA,female,undergrad,0,0,none
2024_253,2024,USA,female,undergrad,0,1,multiple
2024_254,2024,India,female,masters,1,0,none
2024_255,2024,Brazil,male,phd,0,1,cognitive
2024_256,2024,Kenya,female,phd,1,1,cognitive
2024_257,2024,Germany,male,undergrad,0,0,none
2024_258,2024,India,male,phd,1,1,motor
2024_259,2024,Brazil,non_binary,masters,0,0,none
2024_260,2024,India,female,masters,1,0,none
2024_261,2024,Germany,male,undergrad,1,0,none
2024_262,2024,Peru,male,phd,1,0,none
2024_263,2024,India,non_binary,undergrad,0,0,none
2024_264,2024,Brazil,male,phd,1,1,motor
2024_265,2024,Brazil,male,masters,0,0,none
2024_266,2024,Germany,non_binary,undergrad,1,0,none
2024_267,2024,Brazil,female,masters,1,1,motor
2024_268,2024,United Kingdom,female,masters,1,0,none
2024_269,2024,India,male,masters,1,0,none
2024_270,2024,UK,male,phd,0,0,none
2024_271,2024,UK,female,phd,1,0,none
2024_272,2024,Kenya,male,masters,1,0,none
2024_273,2024,India,non_binary,undergrad,1,0,none
2024_274,2024,Peru,male,masters,1,0,none
2024_275,2024,India,female,phd,1,0,none
2024_276,2024,Brazil,non_binary,undergrad,0,0,none
2024_277,2024,UK,non_binary,masters,0,0,none
2024_278,2024,India,male,undergrad,0,0,none
2024_279,2024,UK,male,phd,0,1,motor
2024_280,2024,Peru,female,phd,0,0,none
2024_281,2024,Germany,male,undergrad,1,1,multiple
2024_282,2024,Germany,female,phd,0,1,motor
2024_283,2024,USA,female,phd,1,1,prefer_not_to_say
2024_284,2024,USA,female,phd,1,0,none
2024_285,2024,Germany,female,undergrad,1,0,none
2024_286,2024,UK,female,phd,1,1,visual
2024_287,2024,Kenya,female,phd,0,0,none
2024_288,2024,Peru,female,phd,0,0,none
2024_289,2024,Germany,male,masters,0,0,none
2024_290,2024,Peru,female,undergrad,0,0,none
2024_291,2024,Brazil,male,undergrad,0,1,visual
2024_292,2024,Peru,non_binary,phd,1,0,none
2024_293,2024,USA,female,undergrad,0,0,none
2024_294,2024,USA,male,masters,0,0,none
2024_295,2024,Peru,male,masters,1,0,none
2024_296,2024,USA,male,undergrad,1,1,multiple
2024_297,2024,Germany,female,masters,1,0,none
2024_298,2024,India,female,masters,1,1,prefer_not_to_say
2024_299,2024,UK,non_binary,undergrad,1,0,none
2024_300,2024,Peru,male,phd,1,0,none
2024_301,2024,Germany,female,masters,1,0,none
2024_302,2024,United Kingdom,female,masters,1,0,none
2024_303,2024,UK,female,masters,0,0,none
2024_304,2024,UK,male,undergrad,1,0,none
2024_305,2024,Peru,male,undergrad,1,0,none
2024_306,2024,Brasil,female,masters,1,0,none
2024_307,2024,USA,female,phd,1,0,none
2024_308,2024,UK,non_binary,undergrad,1,0,none
2024_309,2024,Kenya,male,masters,1,0,none
2024_310,2024,USA,male,masters,1,0,none
2024_311,2024,India,non_binary,masters,1,0,none
2024_312,2024,Brazil,female,undergrad,0,0,none
2024_313,2024,Kenya,non_binary,undergrad,0,0,none
2024_314,2024,Peru,non_binary,masters,0,0,none
2024_315,2024,UK,female,undergrad,1,1,prefer_not_to_say
2024_316,2024,Kenya,non_binary,masters,1,0,none
2024_317,2024,India,non_binary,masters,1,0,none
2024_318,2024,Germany,female,phd,1,0,none
2024_319,2024,Germany,male,phd,1,0,none
2024_320,2024,Brazil,female,undergrad,1,0,none
2024_321,2024,USA,non_binary,undergrad,0,1,hearing
2024_322,2024,Germany,male,phd,1,0,none
2024_323,2024,Kenya,male,undergrad,1,0,none
2024_324,2024,UK,non_binary,undergrad,0,0,none
2024_325,2024,USA,female,undergrad,1,1,prefer_not_to_say
2024_326,2024,Kenya,male,phd,1,0,none
2024_327,2024,Peru,female,undergrad,1,0,none
2024_328,2024,Peru,female,undergrad,1,0,none
2024_329,2024,UK,non_binary,masters,1,1,motor
2024_330,2024,United Kingdom,male,masters,0,0,none
2024_331,2024,India,male,undergrad,1,0,none
2024_332,2024,Peru,male,phd,0,0,none
2024_333,2024,UK,non_binary,masters,0,0,none
2024_334,2024,India,non_binary,undergrad,0,0,none
2024_335,2024,Peru,male,undergrad,0,1,cognitive
2024_336,2024,Kenya,male,undergrad,0,0,none
2024_337,2024,India,female,phd,1,0,none
2024_338,2024,Kenya,male,undergrad,1,0,none
2024_339,2024,Germany,female,undergrad,1,0,none
2024_340,2024,Brazil,female,undergrad,1,1,cognitive
2024_341,2024,Brazil,female,masters,1,0,none
2024_342,2024,USA,non_binary,phd,1,0,none
2024_343,2024,USA,male,phd,0,0,none
2024_344,2024,Brasil,female,masters,1,0,none
2024_345,2024,Kenya,female,masters,1,0,none
2024_346,2024,India,male,undergrad,1,0,none
2024_347,2024,Germany,non_binary,phd,1,0,none
2024_348,2024,India,non_binary,phd,0,1,hearing
2024_349,2024,UK,male,phd,0,0,none
2024_350,2024,United Kingdom,male,masters,0,1,cognitive
2024_351,2024,Germany,male,masters,1,0,none
2024_352,2024,Brazil,female,masters,1,1,hearing
2024_353,2024,Germany,female,undergrad,1,0,none
2024_354,2024,Germany,female,phd,1,0,none
2024_355,2024,USA,female,masters,1,0,none
2024_356,2024,Kenya,female,phd,1,0,none
2024_357,2024,Peru,male,masters,1,0,none
2024_358,2024,UK,female,undergrad,1,1,visual
2024_359,2024,USA,male,masters,1,1,cognitive
2024_360,2024,UK,female,phd,1,1,motor
2024_361,2024,India,male,phd,0,0,none
2024_362,2024,USA,male,masters,0,1,motor
2024_363,2024,Germany,non_binary,phd,0,0,none
2024_364,2024,Kenya,male,masters,0,0,none
2024_365,2024,UK,non_binary,masters,1,0,none
2024_366,2024,US,female,phd,1,0,none
2024_367,2024,UK,male,undergrad,1,0,none
2024_368,2024,USA,male,phd,0,0,none
2024_369,2024,India,male,phd,1,0,none
2024_370,2024,India,non_binary,masters,0,0,none
2024_371,2024,Peru,female,masters,1,0,none
2024_372,2024,USA,non_binary,masters,1,0,none
2024_373,2024,India,male,undergrad,1,0,none
2024_374,2024,UK,female,masters,1,1,visual
2024_375,2024,USA,non_binary,masters,0,1,visual
2024_376,2024,Peru,male,undergrad,1,0,none
2024_377,2024,Peru,female,masters,1,0,none
2024_378,2024,Kenya,female,masters,0,1,motor
2024_379,2024,UK,female,undergrad,0,0,none
2024_380,2024,USA,non_binary,masters,1,1,cognitive
2024_381,2024,United Kingdom,female,phd,1,0,none
2024_382,2024,Germany,female,phd,1,0,none
2024_383,2024,Kenya,non_binary,masters,1,0,none
2024_384,2024,Peru,non_binary,phd,1,1,motor
2024_385,2024,Kenya,non_binary,masters,0,0,none
2024_386,2024,Peru,female,masters,1,0,none
2024_387,2024,Peru,male,phd,1,0,none
2024_388,2024,Peru,female,undergrad,1,0,none
2024_389,2024,Peru,male,undergrad,1,1,multiple
2024_390,2024,India,male,phd,1,0,none
2024_391,2024,Germany,male,phd,1,0,none
2024_392,2024,Germany,non_binary,masters,0,0,none
2024_393,2024,India,non_binary,phd,1,0,none
2024_394,2024,India,female,undergrad,0,0,none
2024_395,2024,Kenya,non_binary,phd,1,1,prefer_not_to_say
2024_396,2024,Brasil,female,masters,0,0,none
2024_397,2024,Germany,male,phd,0,0,none
2024_398,2024,Germany,male,masters,1,0,none
2024_399,2024,Germany,non_binary,masters,1,0,none
2024_400,2024,Brazil,female,phd,1,0,none
2024_401,2024,Peru,non_binary,masters,0,1,visual
2024_402,2024,Peru,non_binary,undergrad,1,0,none
2024_403,2024,UK,male,undergrad,1,0,none
2024_404,2024,Kenya,female,undergrad,1,0,none
2024_405,2024,Brazil,non_binary,phd,1,0,none
2024_406,2024,Kenya,female,masters,0,0,none
2024_407,2024,Germany,female,phd,1,0,none
2024_408,2024,Peru,female,undergrad,1,0,none
2024_409,2024,USA,male,undergrad,1,0,none
2024_410,2024,USA,female,undergrad,1,0,none
2024_411,2024,Brazil,male,phd,1,0,none
2024_412,2024,Kenya,non_binary,undergrad,1,0,none
2024_413,2024,Kenya,male,undergrad,1,0,none
2024_414,2024,Brasil,male,undergrad,1,0,none
2024_415,2024,UK,non_binary,phd,1,0,none
2024_416,2024,Brasil,male,undergrad,1,1,visual
2024_417,2024,India,female,phd,0,1,visual
2024_418,2024,UK,male,undergrad,1,1,multiple
2024_419,2024,USA,female,undergrad,1,0,none
2024_420,2024,Peru,non_binary,masters,1,0,none
2024_421,2024,Brazil,female,undergrad,1,0,none
2024_422,2024,Germany,female,phd,0,0,none
2024_423,2024,India,non_binary,undergrad,1,0,none
2024_424,2024,Germany,female,undergrad,0,0,none
2024_425,2024,Germany,male,phd,1,0,none
2024_426,2024,Brazil,female,phd,1,0,none
2024_427,2024,UK,male,masters,1,0,none
2024_428,2024,Peru,non_binary,phd,1,1,motor
2024_429,2024,Peru,female,phd,0,0,none
2024_430,2024,Kenya,female,masters,0,0,none
2024_431,2024,Brazil,non_binary,phd,0,0,none
2024_432,2024,Peru,non_binary,undergrad,1,0,none
2024_433,2024,United Kingdom,non_binary,undergrad,0,0,none
2024_434,2024,USA,non_binary,masters,1,0,none
2024_435,2024,Germany,male,phd,1,1,hearing
2024_436,2024,India,female,phd,1,0,none
2024_437,2024,Peru,non_binary,phd,0,0,none
2024_438,2024,Kenya,male,masters,1,0,none
2024_439,2024,Germany,male,masters,0,1,hearing
2024_440,2024,USA,non_binary,phd,1,1,multiple
2024_441,2024,Kenya,female,phd,1,1,motor
2024_442,2024,Peru,non_binary,masters,1,0,none
2024_443,2024,United Kingdom,female,masters,1,0,none
2024_444,2024,Germany,male,phd,1,1,visual
2024_445,2024,Brasil,female,phd,1,0,none
2024_446,2024,India,female,masters,1,0,none
2024_447,2024,Brazil,female,phd,0,0,none
2024_448,2024,Peru,female,masters,0,0,none
2024_449,2024,Brazil,female,phd,1,1,hearing
2024_450,2024,UK,non_binary,phd,1,0,none
2024_451,2024,Peru,male,undergrad,1,0,none
2024_452,2024,United Kingdom,female,phd,1,0,none
2024_453,2024,USA,male,undergrad,1,0,none
2024_454,2024,Brasil,male,masters,1,1,prefer_not_to_say
2024_455,2024,USA,non_binary,undergrad,0,0,none
2024_456,2024,India,non_binary,undergrad,1,1,motor
2024_457,2024,USA,male,masters,1,0,none
2024_458,2024,UK,male,undergrad,0,0,none
2024_459,2024,Peru,male,phd,1,0,none
2024_460,2024,Kenya,female,masters,0,0,none
2024_461,2024,Brazil,female,masters,0,0,none
2024_462,2024,India,male,undergrad,0,1,visual
2024_463,2024,Germany,non_binary,masters,1,0,none
2024_464,2024,Germany,female,undergrad,1,0,none
2024_465,2024,United Kingdom,non_binary,phd,1,0,none
2024_466,2024,India,female,undergrad,1,0,none
2024_467,2024,Kenya,non_binary,phd,0,1,prefer_not_to_say
2024_468,2024,Brazil,male,undergrad,0,0,none
2024_469,2024,Kenya,non_binary,masters,0,0,none
2024_470,2024,USA,male,undergrad,1,0,none
2024_471,2024,USA,male,undergrad,1,0,none
2024_472,2024,India,male,masters,0,0,none
2024_473,2024,USA,female,phd,1,1,multiple
2024_474,2024,UK,non_binary,masters,1,0,none
2024_475,2024,USA,non_binary,undergrad,0,1,visual
2024_476,2024,Peru,female,phd,0,0,none
2024_477,2024,Peru,female,phd,1,1,motor
2024_478,2024,Germany,female,undergrad,0,0,none
2024_479,2024,Peru,non_binary,undergrad,1,0,none
2024_480,2024,UK,male,phd,1,1,visual
2024_481,2024,Brasil,female,undergrad,1,1,visual
2024_482,2024,UK,non_binary,masters,1,0,none
2024_483,2024,Germany,female,masters,1,0,none
2024_484,2024,Brazil,non_binary,masters,0,1,motor
2024_485,2024,Kenya,non_binary,undergrad,1,0,none
2024_486,2024,Peru,non_binary,undergrad,1,0,none
2024_487,2024,USA,non_binary,undergrad,1,0,none
2024_488,2024,Germany,female,masters,1,0,none
2024_489,2024,Brazil,non_binary,undergrad,0,0,none
2024_490,2024,India,female,masters,1,1,hearing
2024_491,2024,Kenya,male,masters,1,0,none
2024_492,2024,Germany,male,phd,1,0,none
2024_493,2024,USA,female,masters,1,0,none
2024_494,2024,India,male,masters,0,0,none
2024_495,2024,Germany,female,undergrad,1,0,none
2024_496,2024,Brazil,female,undergrad,1,0,none
2024_497,2024,UK,male,undergrad,1,0,none
2024_498,2024,Germany,non_binary,phd,0,0,none
2024_499,2024,USA,non_binary,phd,1,0,none
2024_500,2024,UK,non_binary,undergrad,0,1,motor
2024_501,2024,Peru,female,undergrad,1,0,none
2024_502,2024,Kenya,non_binary,masters,1,1,visual
2024_503,2024,Brazil,non_binary,masters,1,1,motor
2024_504,2024,Germany,male,masters,1,0,none
2024_505,2024,Peru,non_binary,undergrad,0,1,prefer_not_to_say
2024_506,2024,India,female,phd,0,0,none
2024_507,2024,Peru,non_binary,phd,1,0,none
2024_508,2024,Germany,male,phd,1,1,hearing
2024_509,2024,Germany,non_binary,undergrad,0,0,none
2024_510,2024,Peru,female,undergrad,1,1,motor
2024_511,2024,Peru,male,undergrad,1,0,none
2024_512,2024,Brasil,male,phd,1,0,none
2024_513,2024,Brazil,female,undergrad,1,0,none
2024_514,2024,UK,male,masters,1,0,none
2024_515,2024,Brazil,female,masters,1,0,none
2024_516,2024,Germany,male,phd,1,0,none
2024_517,2024,USA,non_binary,undergrad,0,0,none
2024_518,2024,Kenya,non_binary,phd,0,1,multiple
2024_519,2024,Peru,non_binary,phd,1,1,cognitive
2024_520,2024,Kenya,female,undergrad,1,1,cognitive
2024_521,2024,Kenya,non_binary,phd,1,0,none
2024_522,2024,Peru,male,phd,1,0,none
2024_523,2024,India,non_binary,phd,1,1,multiple
2024_524,2024,Peru,female,masters,0,0,none
2024_525,2024,Germany,female,masters,1,0,none
2024_526,2024,India,male,undergrad,1,0,none
2024_527,2024,Peru,non_binary,undergrad,1,0,none
2024_528,2024,Kenya,female,undergrad,0,0,none
2024_529,2024,Brazil,male,masters,1,0,none
2024_530,2024,Peru,female,phd,0,0,none
2024_531,2024,Kenya,male,undergrad,1,0,none
2024_532,2024,Brazil,male,phd,1,0,none
2024_533,2024,Brazil,non_binary,masters,0,0,none
2024_534,2024,Brazil,male,undergrad,0,0,none
2024_535,2024,USA,non_binary,masters,1,0,none
2024_536,2024,Peru,non_binary,masters,0,1,motor
2024_537,2024,UK,female,masters,1,0,none
2024_538,2024,Germany,female,undergrad,0,1,hearing
2024_539,2024,Germany,male,undergrad,1,0,none
2024_540,2024,USA,non_binary,undergrad,1,0,none
2024_541,2024,Brazil,female,masters,0,0,none
2024_542,2024,UK,female,phd,1,0,none
2024_543,2024,Brazil,female,undergrad,1,0,none
2024_544,2024,Brazil,male,phd,0,0,none
2024_545,2024,USA,male,phd,1,0,none
2024_546,2024,Kenya,female,phd,1,0,none
2024_547,2024,UK,female,masters,1,0,none
2024_548,2024,Brazil,non_binary,undergrad,1,0,none
2024_549,2024,India,non_binary,undergrad,0,0,none
2024_550,2024,UK,male,phd,0,0,none
2024_551,2024,USA,non_binary,undergrad,1,1,cognitive
2024_552,2024,Brazil,non_binary,phd,1,0,none
2024_553,2024,Peru,male,masters,1,0,none
2024_554,2024,Peru,male,phd,1,0,none
2024_555,2024,Kenya,female,phd,1,0,none
2024_556,2024,India,non_binary,masters,0,0,none
2024_557,2024,India,non_binary,masters,1,0,none
2024_558,2024,Kenya,female,masters,1,0,none
2024_559,2024,India,male,phd,1,0,none
