student_id,total_days,avg_engagement,engagement_variability,avg_difficulty,completion,satisfaction,learning,has_disability,disability_type,country,year,attendance_rate,early_engagement,engagement_trend
2024_128,6,2.98,1.185141341781646,3.3333333333333335,0.0,2.36,3.2999999999999994,0,none,UK,2024,0.4,1.575,0.3500000000000001
2024_129,4,3.57,1.562924608972977,3.25,0.0,1.42,1.73,0,none,Brazil,2024,0.26666666666666666,3.5066666666666664,3.44
2024_13,11,3.139090909090909,1.080596636543484,3.272727272727273,1.0,4.37,3.51,1,multiple,Kenya,2024,0.7333333333333333,3.143333333333333,2.5300000000000002
2024_131,15,3.5846666666666667,0.9863704510307811,3.4,1.0,4.01,5.0,0,none,UK,2024,1.0,3.5533333333333332,-1.1
2024_132,9,3.7455555555555557,0.9627968517697687,3.2222222222222223,1.0,3.03,4.54,1,multiple,Germany,2024,0.6,3.8433333333333333,-1.5999999999999999
2024_133,8,3.6174999999999997,1.1228503271330765,3.75,1.0,3.84,4.88,0,none,Kenya,2024,0.5333333333333333,2.5966666666666667,-0.1800000000000006
2024_134,1,4.03,0.0,2.0,0.0,2.4,3.52,0,none,Brazil,2024,0.06666666666666667,4.03,0.0
2024_135,7,3.4314285714285715,0.8368478270953958,3.2857142857142856,0.0,2.9199999999999995,2.98,0,none,UK,2024,0.4666666666666667,3.42,-1.9700000000000002
2024_138,4,3.3175,1.0641859173408876,3.0,0.0,2.95,2.71,0,none,Kenya,2024,0.26666666666666666,3.02,1.46
2024_140,2,3.13,0.19798989873223333,4.0,0.0,2.47,2.38,1,visual,USA,2024,0.13333333333333333,3.13,0.2799999999999998
2024_141,14,3.915,0.7488529690338211,3.2857142857142856,1.0,4.7,4.14,0,none,India,2024,0.9333333333333333,3.7699999999999996,0.1499999999999999
2024_142,8,3.2825,0.784178368922348,2.75,1.0,3.23,2.97,1,prefer_not_to_say,UK,2024,0.5333333333333333,2.7266666666666666,-1.2399999999999998
2024_144,7,3.605714285714286,0.8996639584285003,2.7142857142857144,0.0,2.91,3.45,0,none,UK,2024,0.4666666666666667,3.3833333333333333,-1.25
2024_145,13,3.2523076923076926,0.8243396735787364,2.8461538461538463,1.0,4.24,4.23,0,none,India,2024,0.8666666666666667,3.6200000000000006,2.47
2024_146,10,3.743,1.2172742775014456,3.1,1.0,4.7,4.33,0,none,USA,2024,0.6666666666666666,4.156666666666667,-2.41
2024_147,11,3.7154545454545453,0.9041721477281154,3.090909090909091,1.0,4.6,4.99,0,none,India,2024,0.7333333333333333,2.9966666666666666,-0.25
2024_148,4,3.4899999999999998,1.4662878298615178,2.5,0.0,3.62,2.79,0,none,Germany,2024,0.26666666666666666,4.18,1.02
2024_149,9,3.9955555555555557,0.8024666832821022,2.6666666666666665,1.0,3.94,3.44,0,none,Germany,2024,0.6,3.546666666666667,-2.12
2024_15,9,3.6099999999999994,1.1135416471780477,2.6666666666666665,1.0,3.38,2.76,0,none,USA,2024,0.6,2.8666666666666667,0.3899999999999999
2024_150,9,3.4977777777777774,0.6937899137667285,3.0,1.0,3.29,3.43,0,none,USA,2024,0.6,3.5566666666666666,0.5
2024_151,12,3.0574999999999997,0.8029052361155818,3.0,1.0,4.5,3.6,1,cognitive,India,2024,0.8,2.7866666666666666,0.28000000000000025
2024_154,7,3.6614285714285715,0.7415845326377967,2.857142857142857,1.0,3.11,2.14,1,motor,Brazil,2024,0.4666666666666667,4.0,-0.08999999999999986
2024_156,9,3.2377777777777776,1.3476904112014911,2.7777777777777777,1.0,3.46,3.8400000000000003,0,none,Brazil,2024,0.6,2.25,0.45999999999999996
2024_157,5,2.93,0.8420213774008355,3.4,0.0,3.03,2.77,0,none,Kenya,2024,0.3333333333333333,2.4233333333333333,-1.3599999999999999
2024_158,3,1.9866666666666666,0.6463229326995397,2.6666666666666665,0.0,2.48,2.6,0,none,Germany,2024,0.2,1.9866666666666666,-1.2600000000000002
2024_159,12,3.6591666666666662,0.8845179306814359,3.25,1.0,5.0,4.15,0,none,Peru,2024,0.8,2.8800000000000003,-1.6999999999999997
2024_16,14,3.182142857142857,0.8650138155537754,3.357142857142857,1.0,4.7299999999999995,3.89,0,none,Brazil,2024,0.9333333333333333,3.5499999999999994,0.6200000000000001
2024_161,11,3.0254545454545454,0.9048244430425564,3.1818181818181817,1.0,4.44,4.16,0,none,India,2024,0.7333333333333333,3.353333333333333,1.77
2024_162,3,3.2833333333333337,0.47500877184882945,3.0,0.0,2.33,1.7700000000000002,0,none,India,2024,0.2,3.2833333333333337,-0.1299999999999999
