student_id,year,day,attendance,engagement_score,difficulty,country,gender,education_level,accepted,has_disability,disability_type,completion,satisfaction,self_reported_learning,final_survey_missing
2025_1051,2025,2,1,4.52,3,Kenya,male,masters,1,0,none,0.0,3.68,4.44,0
2024_306,2024,9,1,2.12,4,Brazil,female,masters,1,0,none,1.0,4.13,3.26,0
2025_777,2025,4,1,3.15,3,Peru,non_binary,undergrad,1,0,none,0.0,3.96,4.95,0
2025_546,2025,12,1,4.07,4,India,male,masters,1,0,none,1.0,5.0,4.71,0
2025_290,2025,7,1,2.78,2,Germany,male,undergrad,1,0,none,1.0,4.03,4.55,0
2025_88,2025,2,1,4.81,4,Brazil,non_binary,undergrad,1,0,none,0.0,2.48,2.93,0
2025_527,2025,6,1,4.45,4,UK,female,undergrad,1,0,none,1.0,4.38,4.38,0
2024_670,2024,5,1,2.6,2,Peru,non_binary,masters,1,1,cognitive,1.0,4.2,3.63,0
2025_1115,2025,6,1,2.59,3,UK,non_binary,phd,1,0,none,1.0,4.46,3.83,0
2024_495,2024,6,1,2.68,2,Germany,female,undergrad,1,0,none,1.0,3.42,4.34,0
2024_89,2024,4,1,3.79,4,India,male,phd,1,0,none,1.0,4.38,4.73,0
2025_824,2025,12,1,4.03,2,Germany,female,phd,1,0,none,1.0,3.72,4.42,0
2024_729,2024,7,1,3.12,4,India,male,undergrad,1,0,none,1.0,4.07,3.63,0
2024_760,2024,1,1,4.31,2,Brazil,non_binary,phd,1,0,none,0.0,2.7,3.38,0
2024_862,2024,3,1,3.08,4,USA,female,undergrad,1,0,none,0.0,2.83,3.02,0
2025_1006,2025,5,1,5.0,2,USA,non_binary,masters,1,0,none,1.0,5.0,5.0,0
2025_343,2025,5,1,5.0,4,India,non_binary,phd,1,0,none,0.0,3.05,3.34,0
2025_1113,2025,6,1,3.74,4,Germany,female,masters,1,0,none,1.0,4.74,4.71,0
2025_137,2025,14,1,3.82,3,Germany,female,phd,1,0,none,1.0,5.0,5.0,0
2025_227,2025,1,1,3.54,2,UK,female,undergrad,1,0,none,0.0,2.74,3.3,0
2025_589,2025,6,1,3.58,4,Germany,male,phd,1,0,none,1.0,4.1,3.99,0
2024_1076,2024,3,1,2.53,2,USA,male,undergrad,1,0,none,0.0,1.83,2.03,0
2025_342,2025,1,1,4.01,2,Germany,male,undergrad,1,1,cognitive,0.0,0.0,0.0,1
2024_1190,2024,1,1,5.0,2,USA,female,undergrad,1,0,none,1.0,4.26,3.49,0
2024_793,2024,15,1,3.66,2,Kenya,female,phd,1,1,multiple,1.0,4.56,5.0,0
2025_1091,2025,1,1,4.65,2,Kenya,male,phd,1,1,visual,1.0,3.77,4.46,0
2025_799,2025,1,1,2.69,2,Germany,female,masters,1,0,none,0.0,3.55,2.58,0
2025_1140,2025,3,1,3.88,2,USA,non_binary,undergrad,1,1,motor,0.0,2.77,2.21,0
2025_1033,2025,4,1,2.62,4,India,female,undergrad,1,0,none,1.0,3.5,2.78,0
2024_724,2024,8,1,4.33,3,Kenya,female,phd,1,0,none,1.0,2.89,2.78,0
2025_123,2025,7,1,4.01,3,Kenya,male,masters,1,1,multiple,1.0,3.59,3.02,0
2024_1047,2024,4,1,2.76,2,Germany,male,masters,1,0,none,1.0,3.72,4.56,0
2024_189,2024,8,1,3.83,3,USA,male,masters,1,0,none,1.0,4.37,3.94,0
2025_563,2025,5,1,2.23,4,India,male,phd,1,0,none,0.0,3.38,3.26,0
2024_450,2024,2,1,1.58,3,UK,non_binary,phd,1,0,none,0.0,3.4,2.71,0
2025_809,2025,1,1,3.0,3,Germany,male,phd,1,0,none,0.0,2.08,2.92,0
2024_135,2024,4,1,3.91,4,UK,male,phd,1,0,none,0.0,2.92,2.98,0
2024_1153,2024,1,1,2.6,2,India,female,undergrad,1,1,visual,1.0,4.37,3.62,0
2025_891,2025,4,1,4.22,4,Kenya,female,masters,1,0,none,0.0,2.99,3.02,0
2025_881,2025,6,1,3.86,3,Brazil,male,masters,1,0,none,1.0,3.44,3.79,0
2025_411,2025,6,1,2.5,4,Kenya,non_binary,phd,1,0,none,0.0,3.7,4.75,0
2025_909,2025,9,1,5.0,3,Kenya,male,phd,1,0,none,1.0,4.01,5.0,0
2025_824,2025,5,1,1.65,4,Germany,female,phd,1,0,none,1.0,3.72,4.42,0
2024_56,2024,1,1,4.68,2,India,male,masters,1,0,none,1.0,4.44,4.59,0
2025_168,2025,4,1,3.61,3,Peru,female,masters,1,0,none,1.0,5.0,4.41,0
2024_79,2024,4,1,3.27,4,India,female,phd,1,0,none,0.0,3.67,4.01,0
2025_624,2025,4,1,2.75,4,Peru,male,phd,1,0,none,0.0,2.98,4.17,0
2024_1017,2024,10,1,3.8,3,Brazil,non_binary,undergrad,1,0,none,1.0,3.89,3.18,0
2024_1083,2024,5,1,5.0,3,Peru,male,masters,1,0,none,0.0,2.53,3.27,0
2024_426,2024,10,1,4.36,3,Brazil,female,phd,1,0,none,1.0,4.01,4.58,0
2024_420,2024,1,1,1.04,3,Peru,non_binary,masters,1,0,none,1.0,3.72,3.03,0
2025_545,2025,3,1,3.04,4,Germany,female,undergrad,1,0,none,1.0,4.87,5.0,0
2024_845,2024,3,1,4.13,2,Kenya,male,phd,1,0,none,1.0,3.52,4.22,0
2025_779,2025,7,1,3.74,4,UK,non_binary,masters,1,0,none,0.0,0.0,0.0,1
2025_495,2025,5,1,3.86,2,Brazil,non_binary,masters,1,0,none,0.0,3.72,3.03,0
2025_141,2025,1,1,3.13,3,Germany,female,phd,1,1,hearing,1.0,5.0,3.44,0
2025_507,2025,1,1,2.24,4,Kenya,non_binary,undergrad,1,0,none,0.0,2.55,3.61,0
2025_181,2025,6,1,2.21,2,USA,non_binary,undergrad,1,0,none,1.0,3.71,4.39,0
2024_1059,2024,3,1,3.09,3,Brazil,non_binary,masters,1,0,none,1.0,3.19,4.63,0
2024_355,2024,2,1,2.13,3,USA,female,masters,1,0,none,1.0,3.03,4.07,0
2025_420,2025,1,1,5.0,3,India,female,phd,1,0,none,0.0,2.29,2.27,0
2024_338,2024,6,1,3.8,2,Kenya,male,undergrad,1,0,none,0.0,2.79,4.22,0
2024_488,2024,1,1,3.81,4,Germany,female,masters,1,0,none,0.0,2.09,1.94,0
2025_1107,2025,3,1,3.42,3,Germany,non_binary,phd,1,0,none,0.0,3.16,5.0,0
2025_992,2025,8,1,2.89,4,Brazil,female,phd,1,0,none,1.0,3.74,4.81,0
2025_355,2025,8,1,3.86,2,India,female,undergrad,1,0,none,1.0,3.69,3.67,0
2025_127,2025,9,1,1.24,4,USA,non_binary,masters,1,0,none,1.0,3.8,3.56,0
2024_341,2024,6,1,3.8,4,Brazil,female,masters,1,0,none,1.0,4.85,4.2,0
2024_515,2024,12,1,4.22,2,Brazil,female,masters,1,0,none,1.0,5.0,3.28,0
2025_273,2025,8,1,3.83,2,India,non_binary,phd,1,0,none,1.0,3.1,3.32,0
2024_1139,2024,8,1,2.07,2,India,female,undergrad,1,0,none,1.0,4.77,3.49,0
2024_597,2024,6,1,4.85,4,Kenya,non_binary,masters,1,0,none,1.0,4.63,4.17,0
2024_634,2024,1,1,3.86,2,USA,female,undergrad,1,1,cognitive,0.0,2.1,2.98,0
2025_1073,2025,10,1,4.34,4,USA,female,undergrad,1,0,none,1.0,3.17,4.95,0
2025_1055,2025,4,1,2.47,3,USA,female,masters,1,0,none,1.0,3.57,4.0,0
2025_810,2025,3,1,5.0,4,Brazil,male,phd,1,0,none,0.0,2.71,2.42,0
2025_1078,2025,13,1,2.95,2,USA,male,phd,1,0,none,1.0,4.58,4.63,0
2024_758,2024,10,1,4.72,2,Kenya,male,masters,1,0,none,1.0,5.0,4.62,0
2025_458,2025,8,1,4.14,4,UK,female,masters,1,1,cognitive,1.0,3.59,4.27,0
2024_40,2024,14,1,3.33,2,India,non_binary,phd,1,0,none,1.0,5.0,5.0,0
2024_596,2024,2,1,3.54,3,Germany,female,masters,1,0,none,0.0,2.1,3.2,0
2025_236,2025,6,1,4.63,2,Peru,male,masters,1,0,none,0.0,3.62,5.0,0
2025_690,2025,4,1,1.62,4,Kenya,male,undergrad,1,1,prefer_not_to_say,0.0,3.55,3.09,0
2025_428,2025,1,1,3.78,3,Germany,non_binary,undergrad,1,0,none,0.0,2.37,2.53,0
2024_71,2024,10,1,4.4,3,India,female,undergrad,1,0,none,1.0,4.41,4.56,0
2025_354,2025,4,1,3.35,2,Brazil,male,phd,1,0,none,1.0,5.0,4.87,0
2025_338,2025,4,1,2.72,4,India,female,phd,1,0,none,0.0,3.17,3.55,0
2024_404,2024,8,1,4.04,4,Kenya,female,undergrad,1,0,none,0.0,3.36,3.62,0
2024_10,2024,3,1,3.69,4,Peru,female,masters,1,0,none,1.0,4.08,1.74,0
2024_1100,2024,2,1,2.84,4,Peru,male,undergrad,1,1,motor,1.0,4.0,4.29,0
2024_870,2024,2,1,1.75,4,USA,non_binary,masters,1,0,none,0.0,3.46,3.72,0
2024_329,2024,7,1,2.12,4,UK,non_binary,masters,1,1,motor,1.0,4.54,4.42,0
2025_542,2025,2,1,1.93,2,Peru,non_binary,undergrad,1,0,none,0.0,1.83,2.7,0
2024_841,2024,1,1,3.9,4,UK,non_binary,phd,1,1,cognitive,1.0,4.15,3.53,0
2024_758,2024,13,1,3.21,3,Kenya,male,masters,1,0,none,1.0,5.0,4.62,0
2024_1079,2024,1,1,3.47,4,Peru,female,undergrad,1,0,none,1.0,4.07,2.92,0
2025_1006,2025,2,1,4.3,4,USA,non_binary,masters,1,0,none,1.0,5.0,5.0,0
2025_811,2025,2,1,3.19,3,Peru,non_binary,masters,1,0,none,1.0,3.84,3.01,0
2025_623,2025,5,1,4.2,2,India,non_binary,undergrad,1,0,none,0.0,3.47,3.31,0
2024_507,2024,8,1,3.97,2,Peru,non_binary,phd,1,0,none,1.0,5.0,4.21,0
2025_793,2025,7,1,1.78,4,Brazil,non_binary,phd,1,1,cognitive,1.0,4.76,3.88,0
2025_244,2025,2,1,5.0,4,UK,female,masters,1,0,none,1.0,4.64,4.78,0
2025_766,2025,7,1,2.12,3,UK,non_binary,masters,1,1,motor,1.0,5.0,4.74,0
2025_368,2025,4,1,2.78,4,Germany,female,masters,1,1,hearing,1.0,3.52,4.17,0
2025_811,2025,5,1,2.31,2,Peru,non_binary,masters,1,0,none,1.0,3.84,3.01,0
2025_356,2025,14,1,3.19,2,Kenya,female,masters,1,0,none,1.0,5.0,5.0,0
2025_604,2025,2,1,3.41,3,UK,non_binary,masters,1,0,none,0.0,2.53,3.44,0
2025_1038,2025,2,1,2.69,2,Germany,non_binary,phd,1,0,none,1.0,3.38,1.92,0
2025_1116,2025,7,1,3.33,4,Germany,male,masters,1,0,none,1.0,3.76,3.46,0
2025_955,2025,13,1,3.32,3,Kenya,non_binary,masters,1,0,none,1.0,5.0,4.49,0
2025_760,2025,12,1,4.67,3,USA,non_binary,phd,1,0,none,1.0,5.0,4.57,0
2024_1063,2024,2,1,3.06,2,UK,female,phd,1,0,none,1.0,3.59,5.0,0
2024_885,2024,2,1,4.01,4,Brazil,non_binary,masters,1,0,none,1.0,4.35,3.57,0
2024_295,2024,4,1,2.91,4,Peru,male,masters,1,0,none,1.0,4.21,5.0,0
2025_379,2025,6,1,3.72,2,USA,non_binary,undergrad,1,0,none,1.0,4.75,4.73,0
2025_375,2025,10,1,4.17,4,Germany,male,undergrad,1,0,none,1.0,5.0,2.94,0
2025_760,2025,1,1,4.73,2,USA,non_binary,phd,1,0,none,1.0,5.0,4.57,0
2024_150,2024,6,1,2.36,3,USA,female,undergrad,1,0,none,1.0,3.29,3.43,0
2025_390,2025,2,1,4.32,2,Germany,male,phd,1,1,cognitive,1.0,4.81,4.3,0
2024_380,2024,5,1,4.17,4,USA,non_binary,masters,1,1,cognitive,1.0,4.21,3.25,0
2024_200,2024,10,1,4.81,4,Kenya,non_binary,phd,1,0,none,1.0,4.41,3.22,0
2024_780,2024,4,1,4.14,3,Peru,female,masters,1,1,prefer_not_to_say,0.0,3.39,3.42,0
2025_171,2025,7,1,3.86,4,Germany,non_binary,phd,1,0,none,1.0,3.45,3.5,0
2025_200,2025,7,1,4.32,3,UK,male,masters,1,0,none,1.0,4.74,4.78,0
2025_725,2025,4,1,3.8,3,USA,female,undergrad,1,1,hearing,1.0,4.43,4.53,0
2024_387,2024,6,1,3.58,2,Peru,male,phd,1,0,none,1.0,3.95,4.85,0
2024_169,2024,7,1,4.32,3,USA,non_binary,masters,1,1,motor,0.0,0.0,0.0,1
2024_1147,2024,9,1,4.34,4,India,male,undergrad,1,0,none,1.0,4.33,4.09,0
2025_162,2025,8,1,2.05,4,Kenya,female,undergrad,1,0,none,1.0,4.66,4.59,0
2024_863,2024,2,1,3.32,2,Peru,male,phd,1,0,none,1.0,4.0,3.95,0
2024_1070,2024,7,1,3.44,4,UK,non_binary,phd,1,1,cognitive,0.0,2.62,3.17,0
2025_955,2025,11,1,5.0,4,Kenya,non_binary,masters,1,0,none,1.0,5.0,4.49,0
2024_687,2024,2,1,3.86,3,Kenya,female,phd,1,0,none,0.0,3.05,3.95,0
2025_303,2025,5,1,3.46,3,USA,female,masters,1,0,none,1.0,3.94,4.54,0
2025_676,2025,2,1,1.79,3,India,female,phd,1,1,multiple,0.0,2.38,2.34,0
2025_1142,2025,5,1,3.17,2,Peru,female,phd,1,0,none,1.0,5.0,5.0,0
2025_205,2025,2,1,3.7,4,Kenya,non_binary,phd,1,0,none,0.0,2.25,3.48,0
